DATE,STRESS_FLAG,GR_MAGNITUDE_NET_INTEREST_INCOME,GR_MAGNITUDE_EQUITY_TO_LOAN_RATIO,GR_MAGNITUDE_INTEREST_MARGIN_RATIO,GR_MAGNITUDE_DER,GR_MAGNITUDE_ASSET_COVERAGE_INDEX,GR_MAGNITUDE_RESERVE_STRESS_INDEX,GR_MAGNITUDE_RESERVE_TO_BORROWING_RATIO,GR_MAGNITUDE_RESERVE_SENSITIVITY,GR_MAGNITUDE_LAR,GR_MAGNITUDE_TDR,GR_MAGNITUDE_BORROWINGS_LOAN_RATIO,GR_MAGNITUDE_LDR,GR_MAGNITUDE_REAL_ESTATE_LOAN_RATIO,GR_MAGNITUDE_RESERVE_TO_DEPOSIT_RATIO,GR_MAGNITUDE_INTEREST_RATE,GR_MAGNITUDE_DELINQUENCY_RATES_LOANS,GR_MAGNITUDE_LOAN_CHARGE_OFF
1990-11,2,0.3680107152591372,-0.43500571971759605,0.10084980241833463,-29.6533132140538,0.36700325530314437,2.716620516345092,39.59275797578306,1.6239538117594599,0.35838976607918127,0.9477702653401199,29.586497241277378,0.2871320701704594,0.2862781691476579,0.8221818381054957,-0.7340150202447271,3.8096613195844675,7.3468298407851185
1990-12,2,0.38305270518919077,-0.43043512891534075,0.15723199153634404,-36.93265095903895,0.3172522555620061,6.956785811383126,60.86732921044587,1.919837812313574,0.28966354223562973,1.0396825958378875,37.01508723644991,0.25196359386523426,0.37022632163545843,1.0882188964569606,-1.8778353812006987,3.3785447687986636,4.877299712173122
1991-01,2,0.39797993261070364,0.42359185599960547,0.10169145092426835,-39.60269106709286,0.27421156069571406,8.262806477451544,54.126765584182635,4.629359769258978,0.2171681572901818,1.2818498199040684,39.73700203945341,0.5027452668860288,0.3946920634972262,2.6991939494465322,-3.710310989062493,2.760391375595428,2.647007998802531
1991-02,2,0.41279370720452846,0.5825616831382385,0.3226586997910452,-3.0912157086442793,0.5204141383194694,7.696889984789235,52.78469067816607,10.34719678045002,0.352617237957098,2.3285961569438074,49.42446234844504,0.41894529335202435,0.569483151103789,7.146660460931087,-5.185056410490274,2.18170967815825,0.6192108250733019
1991-03,2,0.5569792383764538,0.4394456023939952,0.443679987682577,-3.0912157086442793,0.4579660208015701,8.240945403195088,58.51317309833621,14.36472635391639,0.27017930253872,2.1278139327891576,51.07874408610391,0.437273510285241,0.5450277667832903,8.257082476714416,-7.1276572939185545,2.03046683214676,0.9202971203393417
1991-04,0,0.6995720571123965,0.40038332852307956,0.6304273679536232,-37.66972270710911,0.4115253566335575,6.6020937423456605,46.39475537831401,11.233491877372348,0.26928027956198974,1.8139347160653463,38.05553180252046,0.292558997121084,0.5475768596274966,6.371404787661317,-5.657054234892578,-1.906327332895419,1.2159245811923736
1991-05,1,0.8405995353325979,0.21102999755036045,0.6990124093227745,-18.69311805843712,0.13465339054603565,5.635377693427435,31.92290483939577,5.032744397481914,0.08884556274759703,0.8286853322307275,18.48614973353937,0.6238719934931858,0.40902308158543565,2.7242221218740648,-4.97122380796764,-1.8089016031737737,1.506250179574642
1991-06,0,0.8069257396636109,0.3547223171233682,0.7837708271524191,12.5679370976429,0.26658901631455567,2.5707386768806018,12.422240333575573,2.311164462585036,0.2370958607814888,0.541873605013965,12.578356269703338,0.5414038771400342,0.38795152239465835,1.9754892916654665,-2.5685310294856434,-1.4175007678049356,0.9941009503605436
1991-07,0,0.7737913702826393,0.47390189935041516,0.844521357590966,15.010952860840332,0.44209240071153566,3.4247115724564514,13.799464276915895,3.210409115637991,0.3941435670170801,0.45854737699075887,15.249483462558011,0.5871173390203488,0.3958766258172597,2.3986047817440292,-2.567233019912485,-1.0182179255509682,0.49213391078739566
1991-08,0,0.7411835544542056,0.626484893281587,0.939390083863878,37.33445784033758,0.3713256526718167,5.606566164087501,25.19986928980982,3.616998000042404,0.3424984548837884,0.4445643764855456,38.19483747197745,0.44707404540205165,0.34260655714142274,1.5358979199164624,-1.8765590080476846,-0.6107869374817554,0.0
1991-09,0,0.6980397888174839,0.6185233110853172,0.9901598859108907,35.67554419481232,0.42382672342171634,4.240122632731325,23.66077220410572,3.151283205382538,0.4189296796238917,0.6072215334806286,36.5147290630991,0.7168574755493706,0.336689999741302,1.0911272481084922,-2.0588134761926336,-0.6145405643295909,0.8696088661469537
1991-10,0,0.6554946555179519,0.5002365815419463,0.9301743262322804,37.27629470809841,0.5482661512036913,3.2340144199779264,27.9337923682911,2.3448852318458835,0.5503589187758617,0.6577270191291174,37.86156228904929,0.6378944714134693,0.21286790229446684,0.7390119111577276,-2.600548044467743,-0.6183406139029124,1.724476819110099
1991-11,0,0.6135357513318507,0.22632982325740958,0.7137181407794513,-32.44742679308694,0.7333469436856532,4.490125444768878,54.06259913026854,2.858404771509959,0.7234264501236876,1.279926416148669,32.62098790637671,0.4784958410798623,0.1533984439874514,1.231255732471026,-3.618796671779778,-0.6221879527771534,2.5652131008858436
1991-12,0,0.8448482677709146,0.3880001650249154,0.7912176416628558,-43.197878588958716,0.8543519126446686,15.196644981471795,95.885911759632,3.3427519565298436,0.8240181306064409,1.442810727652688,43.02567093142395,0.5421285331263848,0.08318616139817436,1.508311387425132,-5.24969776222306,-0.5114097704964182,2.0926546307085125
1992-01,0,1.07230268511731,0.6347456408392071,0.9532220505154898,-64.70475694654098,0.6972819561599453,30.08310899299289,106.71214755014317,3.7419943561366686,0.6450295549566665,1.6303107069616907,65.03237106817875,0.5402168022274001,0.0829694526014002,2.5399265486776734,-6.648412331211184,-0.3997484554624453,0.0
1992-02,0,1.2959992348342553,0.990607345693939,1.2236569347099602,-49.87215183663785,0.5066391177254381,28.311904576865143,60.37896674432757,5.659604937357843,0.4592856898339104,0.8501047479335888,50.73379293303544,0.6467033350230134,0.1788051567163551,2.2823720505076084,-8.2007508804546,-0.287192846283868,-1.2346926002728464
1992-03,0,1.0917437199617241,1.0878842753661688,1.0964978825025895,-52.4086379017286,0.16601341613859955,36.411659679334974,70.47857013201342,4.077827148292745,0.13719677368437821,1.219280236827669,53.28677131972888,0.2964435741162008,0.29728031090976437,1.883230466813246,-5.826774102771326,-1.090358281901227,-1.4839642722874746
1992-04,0,0.8919170510357954,1.1772463186299875,0.9659663198889445,-32.78488573519742,0.06624407904003426,33.278939286265555,58.465661256101754,2.8799769064817182,0.05497529776483656,1.4731139155272244,33.668011532549926,0.3294055313181721,0.32610995403223875,1.0261259061044026,-3.8515301539264524,-1.9247308391187046,-1.741956949504453
1992-05,0,0.6963736978391921,1.158926033674601,0.7326146743912298,-25.802805829755293,0.06491639661272419,31.268679142354117,54.68368318790668,5.1189399919617795,0.12690280026452783,2.458397075762009,25.743494673347243,0.21747855982590103,0.4236062641784777,4.130820734272933,-2.971616387651621,-2.7924046491607735,-2.0091434652356854
1992-06,0,0.7335047836619424,1.1361932051243473,0.7822858933121069,26.50189275258228,0.2317457988067151,28.225372403870242,21.18207425106411,5.425885832042465,0.2717881651558951,1.9382344516847727,27.05700882446851,0.45032446401702675,0.36285271710723155,4.735462691940628,-3.5369525344677744,-2.1767009087980904,-2.496639010089785
1992-07,0,0.7700955312516466,1.1773171384159342,0.8943546698264138,36.66416091301641,0.46245721756603686,21.51887562734438,27.40554003321385,5.546826004905814,0.5073971754015583,1.4836664169425084,37.31968523373057,0.45454041489478847,0.32049730857539593,4.54694528990649,-3.401473994139126,-1.5423444112286022,-3.013754724633988
1992-08,0,0.8061576689485817,1.2367182727289983,1.0235036780855244,45.2475303187458,0.5238188796133914,22.840108666065206,31.118269409572584,4.708747751169118,0.5065001297842153,0.6425878760040193,47.04383306688531,0.4713265301495406,0.1385727015059901,1.404162802614728,-5.71119313579711,-0.8883714040627044,-3.5633322741979834
1992-09,0,0.8031976337815383,1.1138398276517192,0.9937547691999393,26.580970732462905,0.5283266123044861,7.9183664279461885,21.5112753972176,5.16186940677934,0.5230264337425128,0.6008984233020209,27.353782510791902,0.2992301137584752,0.15123720802483476,0.8078867551693625,-5.409476681028003,-1.2824212780014665,-3.639601668936221
1992-10,0,0.8002847703247662,0.8257472926151754,0.7970776699929516,16.32280090879876,0.49102560419618246,4.3949941220638555,14.564741434908314,5.146273048287164,0.4774069739968745,1.6190468861748464,16.699534528170744,0.21135424970850636,0.14926738566369835,1.2225476619874387,-5.703927262302799,-1.6898694434121397,3.6317971069109056
1992-11,0,0.7974179598758901,0.665505175924963,0.7263172553490627,-24.53060219681289,0.5314308263317802,9.09286362728361,37.967082579893784,1.0654277993344508,0.492081748495643,1.7793430525832266,24.318743832752364,0.25132893470223294,0.22240500234234073,1.9743214811139165,-2.5592047881497937,-2.111438724910508,3.5398805448406234
1992-12,0,0.6604554877415403,0.7331313773780712,0.5682768233636892,-29.95132920742205,0.6409456752168419,15.78956892719896,48.03079533844663,1.1731246485873204,0.5906166135826174,1.9906727623408393,29.758584334815154,0.4149723565481933,0.16470454541193114,2.498412169461095,-2.1481918700283043,-1.7654094465458403,4.263646731649184
1993-01,0,0.5263284110802458,0.8978579500864337,-0.6080975227655161,-31.29894677102827,0.5003808648521346,20.495284431426718,49.11876676727378,1.8078483987798322,0.44399826010028676,1.6103333278664866,31.31859478875887,0.4587248587799131,0.18636613109244138,2.7306856830920267,-3.161141008388868,-1.4097118483397564,-5.156626696383215
1993-02,0,0.3949964534600836,0.9970276996136729,-0.4696629201129232,25.790184581045118,0.7114181079004078,20.74119890597843,26.224448869821803,2.4085027605418308,0.6775959417754329,1.4680015942799773,26.354688398551083,0.8220978696686476,-0.13537952217290705,1.8020348589625312,-3.060909114807875,-1.0439167775870173,-6.2357276688667085
1993-03,0,0.343741246230711,0.9177513346964261,-0.40081233984057274,-39.08091372614226,0.4834966756113168,48.252558363309525,71.0417589542551,2.6577085854067706,0.44041951801487844,1.1471776182033766,39.92168257807178,0.7252014933328832,-0.1260355223887899,2.171210850191696,-3.06383517354063,-2.0634354115406595,-4.554992319651374
1993-04,0,0.2918034680493786,0.9028545595080928,0.29763667195192856,-66.16981079359692,0.5437987833683655,126.20272157245371,88.11498259078137,2.61089418245537,0.5160153176907434,0.7557803691695675,67.14965973405917,0.6078574389101865,0.2151370300445432,1.45178368138823,1.683817228315232,-3.1480326172105944,-2.785935575837817
1993-05,0,0.23918102314912648,0.8264859175970862,0.24816479710036976,-61.06032429152117,0.40476320907605334,138.0024946338708,90.17769445038684,1.9996043809086927,0.3499992861243584,0.7477930197877569,61.151061670874384,0.3866622520790619,0.25726308832367817,2.5334392144045426,-1.7357034472576638,-4.3046797869247255,-0.9191691789812939
1993-06,0,0.21285957425447588,0.6091263150498349,-0.3530121591964086,58.40005803379942,0.40550584207619256,139.91805751768194,39.987874722162054,1.0093227354473822,0.3667416935466017,0.935504703524237,58.640023642090775,0.38235396742816175,0.2626343348640203,1.8044010783044628,-2.07937720425857,-3.6827772518636115,-1.3627353145836185
1993-07,0,0.18665000095610118,0.46335158585228964,-0.35940275366113106,43.240394436265085,0.4647777924295493,61.80347447004721,34.070965637311666,1.3608535606677297,0.42077547569983054,0.9266179006858888,43.249535650175886,0.38850437713815467,0.14825311563901877,2.0415977295224152,-2.0838104265869184,-3.0238832731209753,-1.82257867000295
1993-08,0,0.1605515843719596,0.37693519228021444,-0.3147247233237005,48.09235926837163,0.33723860913190684,49.51035189232833,32.216878452992084,1.706732968976321,0.3087897306297771,1.4072291455119013,48.650571487532176,0.3807021301409863,-0.055058334390301056,1.2964795862560274,1.1136773122828902,-2.3244788100830416,-2.299651809518588
1993-09,0,0.24081945615823663,0.4650252291009238,-0.15745058447456106,41.46216189083047,0.28214078098736106,16.096283574416304,29.20500810046971,1.9418115229663746,0.2618734185892091,1.274049814199607,42.11999663325443,0.39176074027562624,-0.028507120284904097,0.9253863214355063,0.9901634049961139,-2.8703704884575076,-1.6125681723534901
1993-10,0,0.32070227123535133,0.5222604304763845,0.13804625507392032,32.048089538328114,0.29513007686805537,8.463192717758172,23.712787641854362,2.3182996243743537,0.27279754328686234,1.3254144462708783,32.737724459186815,0.5053764917102521,0.08957428065006212,1.0067212943428938,1.2045991143516233,-3.45431571951742,-0.9129718465152203
1993-11,0,0.4002029950449737,0.4828069973923821,0.13161729172119774,32.2042276027485,0.3679291733899026,6.728738845207105,32.19575448097336,2.3340642221123975,0.3699721701536207,0.9945517432493611,32.54674728936651,0.46592945028096633,0.1267641455932056,1.2363803806187956,-2.061442569700156,-4.080520529759468,0.20040133761498602
1993-12,0,0.46710253155466397,0.35659019384042256,-0.44909408006268414,-39.60679221770987,0.4844643438982832,21.119062075840333,79.32409813484476,3.133277802877199,0.4760715340934141,0.9714456896023016,39.76828906881169,0.5343702010468299,0.13605458767269596,1.690494004250187,-2.069174664558515,-3.05931442352132,-1.383574541211141
1994-01,0,0.535800459074709,0.18300627017402427,-0.7478738824169273,-34.93500553505413,0.37122145815275953,28.434106198183095,77.35705233480677,1.8941218450009067,0.36192887554562514,0.6318862057246966,34.85325210082932,0.5230300977369096,0.2396968932950605,1.6992142969175728,-2.0713621736604404,-1.9986041329398185,-2.6300819391046115
1994-02,0,0.606310945536781,0.08854800703803622,-1.0174411880396805,-26.751985030192248,0.31105479217599097,38.86282834802566,59.205086802499515,1.9409484233128937,0.2884931161763804,1.0577038340736644,26.71319993714354,0.7949374350689986,0.2566624759567482,1.1117611814022599,2.006822327389224,-0.895570057612427,-3.945920823600191
1994-03,0,0.7366662426871562,0.10338643904332923,-0.897803670665609,-8.030641639247227,0.27507144639111747,20.630152920640587,7.317852421010662,1.518997519789833,0.2373776548767026,1.5254810891626835,7.971338484740831,0.9545317778037354,-0.3464282568366617,1.7222462789010295,3.8432984504209955,-2.236758908044667,-3.2771076065645444
1994-04,0,0.8627110219515899,-0.17696744883071158,0.6184212351330931,-12.249749581663206,0.2684758628991979,52.411186778719035,12.134656882837236,2.2517365921280508,0.24759274620047567,1.7917386821247216,12.236521535893118,1.2181257976216386,-0.32189080200479836,1.3171426464675617,4.108195413049365,-3.6783030098589853,-2.5744816360542933
1994-05,0,0.9844771121439999,-0.164707461125424,0.4599689391862505,41.992515442241206,0.2123349550158693,181.6083236077552,25.371719444690587,5.005293936081134,0.21443525947393294,1.2296065090256603,41.97793004595396,0.8823394765876902,-0.30326037852221877,2.3097548574733784,5.28909340796917,-5.233172837970024,-1.8352706421320697
1994-06,0,0.8941602669456206,-0.21342462223050696,0.3335774950242065,63.67488158400623,0.2236590583102549,205.78154184396135,40.37665688241554,6.954407418673947,0.22013816241956974,1.1021922787469496,63.83033090684456,0.6881915583505149,-0.2010024173042524,2.538724976439677,7.2556890311037625,-4.241097659737525,-1.5512458464008505
1994-07,0,0.8054469947866183,0.16956532544407654,0.30316961531324793,81.16231885932577,0.18348257547107227,137.17487621010042,44.50382963737527,8.423623960580207,0.18406303237739063,1.0361090227070768,81.31566323316535,0.46962351326893526,-0.05546152047744002,2.7210112399909336,8.36295040344417,-3.18756274958516,-1.2601147977479243
1994-08,0,0.7182946969537474,-0.2779463214205302,0.29470425748050477,53.467498336993934,0.2960914937889525,18.141075494822225,35.541208836072855,5.061496277381217,0.2715444587989335,1.6234342818350678,53.43042673749798,0.7000313926408319,-0.13639010381236716,1.6721391207113578,6.166263741903322,-2.066195473211341,-0.9615974511607561
1994-09,0,0.4943938465673092,-0.5067546095631315,-0.4706036325059726,32.23393042703322,0.40901562724398044,7.557777291455059,22.390387259369525,3.6276090221529556,0.4079116405785177,1.3954961958311696,31.691233833613495,0.8476331610741905,-0.21134307609467218,0.7179282814567811,3.6862219356808446,-1.898217201437391,2.261437516904463
1994-10,0,0.2727057052545723,-0.7045326618363656,-0.6153778643771535,13.232919603049176,0.35133479668916223,2.2465524947289595,10.560428897890173,3.573258301644988,0.3466259301696084,1.251533249231418,12.434733269429032,0.7457132420932933,-0.24545255362637963,0.5619222519412936,3.631250059731439,-1.7244686975503631,3.4994372641142357
1994-11,0,0.05319337212628117,-0.9051073177091418,-0.7951419813948757,-9.020917589060229,0.33188728406561285,2.2422030669026594,10.525332919611774,3.5067361428248622,0.32077080535057867,0.898932179117029,8.66024758962698,0.6532284473293792,-0.2363592114989821,0.8396932329099771,3.7685586818857475,-1.5446453124262627,4.679561967174672
1994-12,0,0.12495657102939983,-0.7150144263251113,-0.8859175184920076,-19.63537829191968,0.15643207394211434,5.091247676695665,26.357541246020432,6.340925420497268,0.15757860970253557,0.9184771950523807,19.54111643189751,0.38111615812508326,-0.21504959392690814,0.6448605210334302,5.774922621758938,-1.5688828429962776,4.040178764862601
1995-01,0,0.19702177142724153,-0.5100216270655711,-1.1087149270042396,-24.480255019855935,0.14521501999624764,6.781974957458048,33.79806690381848,5.855240211798884,0.15174538350635203,0.6925700519001987,24.65324675239886,0.3641004468322162,-0.18429369957044806,0.9465897570059667,4.836324680504522,1.576959449803761,-3.5109612083016994
1995-02,0,0.2693908427206848,0.16142915301367022,-1.2613464830922405,-29.06822895242529,0.25801975155896884,12.500869852402685,41.99184381274308,5.890226868043791,0.2658207765370513,1.2766242902971126,28.956079695634116,0.6836319305012495,-0.14146225308386828,0.8894249288383893,5.125012277754548,1.5688828429962776,-3.085627900721355
1995-03,0,0.3325791727314842,0.061488365145145885,-1.0576494941477277,-35.54601903135981,0.5130069588872521,36.28466391208127,59.25858790735958,2.5327120120995694,0.48458954964107903,1.3993391645541697,35.49797384442306,1.1099649694627844,-0.08702923469214863,2.104904567246324,3.8218296634160653,1.8395899220839507,-3.495670513614235
1995-04,0,0.39486911275061765,0.06461809606208568,-0.7543220212057555,-34.69066419998541,0.5899570615545802,134.958142397144,55.68001875033695,1.0199233735630475,0.5506743703935335,2.0380081972066755,34.74316812915652,1.3414695553563671,-0.11718544874304015,1.6732841224506023,3.1418445510489557,-2.1391423155464384,3.819400707992915
1995-05,0,0.456263954174263,0.12615416272914182,-0.39614133495733395,-42.00868863817564,0.7075989274380579,210.91201529271964,50.21898301860767,2.065069427678834,0.6647088788371391,1.5107259413237761,42.155734572815696,0.7686712100502868,-0.09160192146904222,1.8550027220880727,3.0410038688151175,-2.468522607971413,4.058416496701334
1995-06,0,0.5623753090994388,0.1517552694668911,-0.3188389039589401,34.86518985337346,0.6455745699388116,169.77965718275124,26.044039702451283,2.768463383452624,0.6078995061461923,1.4981719425137818,34.95297970022082,0.6210879465328611,-0.17308457685676348,1.6730546515802525,0.9481881829426442,-1.7976552319153738,3.8303870333658008
1995-07,0,0.6673023498505515,0.1220510481898307,-0.2120187865713996,56.68646471917944,0.6884349262819667,66.3449114990701,36.52078554008498,2.546571368677464,0.6478054475570261,1.1743008159090351,56.741956798741946,0.36973967059179547,-0.17704036060663952,1.8113563373919117,0.6652035335014128,-1.111066122170401,3.6192348788851136
1995-08,0,0.7710652425997777,-0.1363202322474555,-0.21867796522918592,48.376833917136494,0.5131833920529516,19.891758460484454,33.07192675152382,2.1727932342926914,0.4792402280664687,1.413890846551702,48.219476783911055,0.4922989493046259,-0.18800389596835831,1.5067291992614251,-1.1042163935951477,0.40816778942589504,3.42315002812279
1995-09,0,0.623413325008948,-0.13102425238078474,-0.23127088207459678,44.68103199633382,0.42786730486521485,12.992443446666213,33.66133766347985,1.6888069804288364,0.4135648770078548,1.341293492863893,44.623555083204124,0.31264514831232937,-0.15799254106456662,0.661961950259804,-1.5107631473586958,0.3164578056382039,4.3055870606823365
1995-10,0,0.4775962254913946,-0.15814008633014964,-0.30678230832317244,-19.731465403620074,0.4974314917289835,4.715098782634275,19.06663422668151,2.218671230606084,0.48806491427551,1.0443058691087526,19.71424413565741,0.3419834920105336,-0.158851920334091,0.5044359020495159,-1.8067999669145296,0.2253274855838594,5.116381891183042
1995-11,0,0.33357875019208727,0.18394186706907067,-0.24026942345538593,-12.47288726809832,0.46755731806127354,4.1470869162970825,14.194748439568826,2.1950661518043146,0.47415294072008507,0.4485770816239798,12.45266001367462,0.3145783961640891,-0.10107638223468829,1.0202868013446276,-1.2038690763356064,0.13477105256967103,5.864091808676575
1995-12,0,0.2994291538386262,-0.2699274424027953,-0.28014000831466657,-10.17702823581461,0.3462797139216045,4.094186838239389,11.144899243303573,1.5722166927134795,0.3584623333484638,0.6341457147003515,10.228662663936628,0.22632673837024164,-0.15609373457650122,0.762414407289902,0.8096611485871374,0.268818497604717,3.9221688858019466
1996-01,0,0.2654835914834841,-0.3552253672967298,-0.3196945738914936,-18.0781439563783,0.3387622288710146,6.573373450311659,16.761082840915243,1.3329001204725133,0.34161686750164844,0.8813156266038513,17.934825137022404,0.35506651777121867,-0.27373500970711007,1.144334270881875,-1.60253415028917,0.4021490991728882,2.1317863762791323
1996-02,0,0.2317402245867628,-0.4120548242140032,-0.44188217415643827,-39.645692011457335,0.33084582163764864,44.78348548314097,112.18923593797898,1.2782594113039947,0.3113142201624175,1.086159321713609,39.607830915174546,0.4746661261433083,-0.3208320737767112,0.9369213283599631,-1.6108180911453163,0.5347695263866914,0.47394072949047406
1996-03,0,0.3220932464637283,-0.4911881451789446,-0.3829099603850805,-36.71259703055885,0.6035542555594686,44.2961950772234,101.8924008878864,4.683589478777406,0.5518490673242837,1.2563482355882671,36.32693473656068,0.7640470493917473,-0.22178071058416293,2.4644279032074445,-3.402375946810632,-0.8834379873602582,0.7318608514070624
1996-04,0,0.4118671367424165,0.4963545703340122,-0.2519309397955638,-41.57399436686555,0.6499772673156379,101.95121346519672,126.54717419290394,5.6940281183244235,0.617316816602087,1.2503200691798888,41.27382311232102,0.6260047990577888,-0.09171649837635965,2.5767117692054864,-2.824696988612674,-1.2427841881531565,0.9860521809322398
1996-05,0,0.5010677302412114,0.38478489226914103,0.15656927096068252,86.81021138114653,0.6219896994112739,91.4602318609705,45.242932893507096,5.054988087411338,0.5944204095053696,1.161710502256419,86.48185792497154,0.5049094061058357,-0.21984742260234835,2.3424477919330666,-3.157345701547931,-1.6131808037465278,1.236601320296704
1996-06,0,0.5741835204495116,0.24606154588688867,0.2706062947840149,102.61153665506208,0.4425065504702008,112.80205632775724,57.54182285321674,2.8326123737669517,0.4179934051673051,1.250836961355084,102.72462974999246,0.2937027781567014,-0.22951986071357844,2.24303665852037,1.2654616544331088,-1.0811648736067214,1.1711858945426812
1996-07,0,0.6464656841246974,0.19634106749633062,0.3042626419864858,162.21451501110366,0.30555658514510586,68.72422679280407,57.29815298185736,1.8823290831277095,0.27168769020780026,0.9826629854035485,162.29399665288975,0.3054298066512029,-0.29999560013118654,1.7643314649756547,-0.8818683811256722,-0.5434889340216076,1.1072867809447606
1996-08,0,0.7179285440057859,0.19884015782463127,0.40327081285644883,64.53561005417761,0.30650378834677916,29.848676087355265,31.624337293362625,2.104599850208544,0.2648447133354104,0.9219387953944835,64.42811430351136,0.21825761819345146,-0.30324065240165954,2.177184263606202,1.136460926688998,0.0,1.0448517633997678
1996-09,0,0.6301240970688848,-0.1698851221989539,0.23598363218158003,51.64676871697449,0.4048562940100586,16.076655556118546,22.977572283183044,2.3919767864125197,0.3790997648978056,1.1405559004396881,51.49450015655008,0.16084608601973915,-0.3700503339229,1.4494443771833065,-2.11768731130364,0.09250699077141267,1.9038230684626622
1996-10,0,0.5434211421369683,-0.2440487745662745,0.3398118141184403,-8.14340778262097,0.3671180978878086,2.003476303419083,7.176684875030359,2.0564933288298226,0.3552925349029401,1.508757737607791,7.954315823679536,0.16218552040039302,-0.3639422776993806,2.209000961396068,2.4415914680867123,0.18484330419579198,2.7312242743319004
1996-11,0,0.45779882846150866,-0.4136358644756921,-0.37410362280732024,-13.699233076224981,0.4205948350272326,3.667170963653521,14.053048573894621,3.1001640592460022,0.3973480702929688,2.402519772049194,13.713022590354317,0.15154686174636556,-0.2845729112392448,2.8781688227431657,-1.9948496102052182,0.2770097253592896,3.5289695504456375
